Feature,clusternum,cluster_name
Cells_Mean_LargeBODIPYObjects_Granularity_12_BODIPYRNA,394,Cells_Mean_LargeBODIPYObjects_Granularity_12_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_12_DNA,397,Cells_Mean_LargeBODIPYObjects_Granularity_12_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_12_Mito,338,Cells_Mean_LargeBODIPYObjects_Granularity_12_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_13_AGP,306,Cells_Mean_LargeBODIPYObjects_Granularity_13_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_13_BODIPYRNA,681,Cells_Mean_LargeBODIPYObjects_Granularity_13_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_13_DNA,683,Cells_Mean_LargeBODIPYObjects_Granularity_13_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_13_Mito,559,Cells_Mean_LargeBODIPYObjects_Granularity_13_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_14_AGP,385,Cells_Mean_LargeBODIPYObjects_Granularity_14_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_14_BODIPYRNA,345,Cells_Mean_LargeBODIPYObjects_Granularity_14_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_14_DNA,348,Cells_Mean_LargeBODIPYObjects_Granularity_14_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_14_Mito,427,Cells_Mean_LargeBODIPYObjects_Granularity_14_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_15_AGP,352,Cells_Mean_LargeBODIPYObjects_Granularity_15_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_15_BODIPYRNA,178,Cells_Mean_LargeBODIPYObjects_Granularity_15_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_15_DNA,175,Cells_Mean_LargeBODIPYObjects_Granularity_15_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_15_Mito,688,Cells_Mean_LargeBODIPYObjects_Granularity_15_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_16_AGP,296,Cells_Mean_LargeBODIPYObjects_Granularity_16_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_16_BODIPYRNA,747,Cells_Mean_LargeBODIPYObjects_Granularity_16_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_16_DNA,714,Cells_Mean_LargeBODIPYObjects_Granularity_16_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_16_Mito,391,Cells_Mean_LargeBODIPYObjects_Granularity_16_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_1_AGP,171,Cells_Mean_LargeBODIPYObjects_Granularity_1_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_1_BODIPYRNA,246,Cells_Mean_LargeBODIPYObjects_Granularity_1_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_1_DNA,656,Cells_Mean_LargeBODIPYObjects_Granularity_1_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_1_Mito,133,Cells_Mean_LargeBODIPYObjects_Granularity_1_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_2_AGP,135,Cells_Mean_LargeBODIPYObjects_Granularity_2_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_2_BODIPYRNA,142,Cells_Mean_LargeBODIPYObjects_Granularity_2_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_2_DNA,82,Cells_Mean_LargeBODIPYObjects_Granularity_2_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_2_Mito,543,Cells_Mean_LargeBODIPYObjects_Granularity_2_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_3_AGP,136,Cells_Mean_LargeBODIPYObjects_Granularity_3_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_3_BODIPYRNA,635,Cells_Mean_LargeBODIPYObjects_Granularity_3_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_3_DNA,565,Cells_Mean_LargeBODIPYObjects_Granularity_3_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_3_Mito,633,Cells_Mean_LargeBODIPYObjects_Granularity_3_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_4_AGP,308,Cells_Mean_LargeBODIPYObjects_Granularity_4_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_4_BODIPYRNA,653,Cells_Mean_LargeBODIPYObjects_Granularity_4_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_4_DNA,641,Cells_Mean_LargeBODIPYObjects_Granularity_4_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_4_Mito,634,Cells_Mean_LargeBODIPYObjects_Granularity_4_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_5_AGP,292,Cells_Mean_LargeBODIPYObjects_Granularity_5_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_5_BODIPYRNA,655,Cells_Mean_LargeBODIPYObjects_Granularity_5_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_5_DNA,658,Cells_Mean_LargeBODIPYObjects_Granularity_5_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_5_Mito,654,Cells_Mean_LargeBODIPYObjects_Granularity_5_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_6_BODIPYRNA,655,Cells_Mean_LargeBODIPYObjects_Granularity_5_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_6_DNA,658,Cells_Mean_LargeBODIPYObjects_Granularity_5_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_6_Mito,658,Cells_Mean_LargeBODIPYObjects_Granularity_5_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_7_AGP,568,Cells_Mean_LargeBODIPYObjects_Granularity_7_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_7_BODIPYRNA,659,Cells_Mean_LargeBODIPYObjects_Granularity_7_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_7_DNA,642,Cells_Mean_LargeBODIPYObjects_Granularity_7_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_7_Mito,648,Cells_Mean_LargeBODIPYObjects_Granularity_7_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_8_AGP,312,Cells_Mean_LargeBODIPYObjects_Granularity_8_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_8_BODIPYRNA,650,Cells_Mean_LargeBODIPYObjects_Granularity_8_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_8_DNA,736,Cells_Mean_LargeBODIPYObjects_Granularity_8_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_8_Mito,734,Cells_Mean_LargeBODIPYObjects_Granularity_8_Mito
Cells_Mean_LargeBODIPYObjects_Granularity_9_AGP,309,Cells_Mean_LargeBODIPYObjects_Granularity_9_AGP
Cells_Mean_LargeBODIPYObjects_Granularity_9_BODIPYRNA,368,Cells_Mean_LargeBODIPYObjects_Granularity_9_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Granularity_9_DNA,365,Cells_Mean_LargeBODIPYObjects_Granularity_9_DNA
Cells_Mean_LargeBODIPYObjects_Granularity_9_Mito,561,Cells_Mean_LargeBODIPYObjects_Granularity_9_Mito
Cells_Mean_LargeBODIPYObjects_Intensity_IntegratedIntensityEdge_BODIPYRNA,187,Cells_Mean_LargeBODIPYObjects_Intensity_IntegratedIntensityEdge_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_IntegratedIntensity_BODIPYRNA,187,Cells_Mean_LargeBODIPYObjects_Intensity_IntegratedIntensityEdge_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_LowerQuartileIntensity_BODIPYRNA,39,Cells_Mean_LargeBODIPYObjects_Intensity_LowerQuartileIntensity_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_MADIntensity_BODIPYRNA,282,Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_BODIPYRNA_Mito
Cells_Mean_LargeBODIPYObjects_Intensity_MassDisplacement_BODIPYRNA,287,Cells_Mean_LargeBODIPYObjects_Intensity_MassDisplacement_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_MaxIntensityEdge_BODIPYRNA,188,Cells_Mean_LargeBODIPYObjects_Intensity_MaxIntensityEdge_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_MaxIntensity_BODIPYRNA,188,Cells_Mean_LargeBODIPYObjects_Intensity_MaxIntensityEdge_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_MeanIntensityEdge_BODIPYRNA,39,Cells_Mean_LargeBODIPYObjects_Intensity_LowerQuartileIntensity_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_MeanIntensity_BODIPYRNA,188,Cells_Mean_LargeBODIPYObjects_Intensity_MaxIntensityEdge_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_MedianIntensity_BODIPYRNA,188,Cells_Mean_LargeBODIPYObjects_Intensity_MaxIntensityEdge_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_MinIntensityEdge_BODIPYRNA,39,Cells_Mean_LargeBODIPYObjects_Intensity_LowerQuartileIntensity_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_MinIntensity_BODIPYRNA,39,Cells_Mean_LargeBODIPYObjects_Intensity_LowerQuartileIntensity_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Intensity_StdIntensityEdge_BODIPYRNA,282,Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_BODIPYRNA_Mito
Cells_Mean_LargeBODIPYObjects_Intensity_StdIntensity_BODIPYRNA,282,Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_BODIPYRNA_Mito
Cells_Mean_LargeBODIPYObjects_Intensity_UpperQuartileIntensity_BODIPYRNA,188,Cells_Mean_LargeBODIPYObjects_Intensity_MaxIntensityEdge_BODIPYRNA
Cells_Mean_LargeBODIPYObjects_Number_Object_Number,248,Cells_Mean_LargeBODIPYObjects_Number_Object_Number
Cells_Mean_SmallBODIPYObjects_AreaShape_Area,217,Cells_Mean_SmallBODIPYObjects_AreaShape_Area
Cells_Mean_SmallBODIPYObjects_AreaShape_Compactness,217,Cells_Mean_SmallBODIPYObjects_AreaShape_Area
Cells_Mean_SmallBODIPYObjects_AreaShape_ConvexArea,217,Cells_Mean_SmallBODIPYObjects_AreaShape_Area
Cells_Mean_SmallBODIPYObjects_AreaShape_Eccentricity,423,Cells_Mean_SmallBODIPYObjects_AreaShape_Eccentricity
Cells_Mean_SmallBODIPYObjects_AreaShape_EquivalentDiameter,217,Cells_Mean_SmallBODIPYObjects_AreaShape_Area
Cells_Mean_SmallBODIPYObjects_AreaShape_Extent,221,Cells_Mean_SmallBODIPYObjects_AreaShape_Extent
Cells_Mean_SmallBODIPYObjects_AreaShape_FormFactor,216,Cells_Mean_SmallBODIPYObjects_AreaShape_FormFactor
Cells_Mean_SmallBODIPYObjects_AreaShape_MajorAxisLength,217,Cells_Mean_SmallBODIPYObjects_AreaShape_Area
Cells_Mean_SmallBODIPYObjects_AreaShape_MaxFeretDiameter,217,Cells_Mean_SmallBODIPYObjects_AreaShape_Area
Cells_Mean_SmallBODIPYObjects_AreaShape_MaximumRadius,214,Cells_Mean_SmallBODIPYObjects_AreaShape_MaximumRadius
Cells_Mean_SmallBODIPYObjects_AreaShape_MeanRadius,217,Cells_Mean_SmallBODIPYObjects_AreaShape_Area
Cells_Mean_SmallBODIPYObjects_AreaShape_MinFeretDiameter,216,Cells_Mean_SmallBODIPYObjects_AreaShape_FormFactor
Cells_Mean_SmallBODIPYObjects_AreaShape_MinorAxisLength,216,Cells_Mean_SmallBODIPYObjects_AreaShape_FormFactor
Cells_Mean_SmallBODIPYObjects_AreaShape_Orientation,342,Cells_Mean_SmallBODIPYObjects_AreaShape_Orientation
Cells_Mean_SmallBODIPYObjects_AreaShape_Perimeter,217,Cells_Mean_SmallBODIPYObjects_AreaShape_Area
Cells_Mean_SmallBODIPYObjects_AreaShape_Solidity,222,Cells_Granularity_2_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0,219,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_1_1,689,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_1_1
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_2_0,219,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_2_2,246,Cells_Mean_LargeBODIPYObjects_Granularity_1_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_1,206,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_1
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_3,207,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_3
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_4_0,219,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_4_2,215,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_4_2
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_4_4,219,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_1,206,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_1
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_3,207,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_3
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_5,208,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_5
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_6_0,219,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_6_2,216,Cells_Mean_SmallBODIPYObjects_AreaShape_FormFactor
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_6_4,219,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_6_6,215,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_4_2
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_7_1,208,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_5
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_7_3,207,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_3
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_7_5,208,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_5
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_7_7,208,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_5
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_8_0,219,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_8_2,246,Cells_Mean_LargeBODIPYObjects_Granularity_1_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_8_4,219,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_8_6,215,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_4_2
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_8_8,219,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_9_1,208,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_5
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_9_3,207,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_3
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_9_5,208,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_5
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_9_7,690,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_9_7
Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_9_9,208,Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_5_5
Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_AGP_BODIPYRNA,536,Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_AGP_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_AGP_DNA,756,Cells_Intensity_IntegratedIntensityEdge_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_AGP_Mito,554,Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_AGP_Mito
Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_BODIPYRNA_DNA,69,Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_BODIPYRNA_DNA
Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_BODIPYRNA_Mito,556,Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_BODIPYRNA_Mito
Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_DNA_Mito,799,Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_DNA_Mito
Cells_Mean_SmallBODIPYObjects_Correlation_K_AGP_BODIPYRNA,98,Cells_Correlation_K_AGP_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Correlation_K_AGP_DNA,81,Cells_Correlation_Overlap_AGP_DNA
Cells_Mean_SmallBODIPYObjects_Correlation_K_AGP_Mito,80,Cells_Correlation_K_AGP_Mito
Cells_Mean_SmallBODIPYObjects_Correlation_K_BODIPYRNA_AGP,79,Cells_Correlation_K_AGP_DNA
Cells_Mean_SmallBODIPYObjects_Correlation_K_BODIPYRNA_DNA,70,Cells_Mean_SmallBODIPYObjects_Correlation_K_BODIPYRNA_DNA
Cells_Mean_SmallBODIPYObjects_Correlation_K_BODIPYRNA_Mito,487,Cells_Mean_SmallBODIPYObjects_Correlation_K_BODIPYRNA_Mito
Cells_Mean_SmallBODIPYObjects_Correlation_K_DNA_AGP,81,Cells_Correlation_Overlap_AGP_DNA
Cells_Mean_SmallBODIPYObjects_Correlation_K_DNA_BODIPYRNA,70,Cells_Mean_SmallBODIPYObjects_Correlation_K_BODIPYRNA_DNA
Cells_Mean_SmallBODIPYObjects_Correlation_K_DNA_Mito,286,Cells_Mean_LargeBODIPYObjects_Correlation_K_DNA_Mito
Cells_Mean_SmallBODIPYObjects_Correlation_K_Mito_AGP,78,Cells_Correlation_K_Mito_AGP
Cells_Mean_SmallBODIPYObjects_Correlation_K_Mito_BODIPYRNA,487,Cells_Mean_SmallBODIPYObjects_Correlation_K_BODIPYRNA_Mito
Cells_Mean_SmallBODIPYObjects_Correlation_K_Mito_DNA,286,Cells_Mean_LargeBODIPYObjects_Correlation_K_DNA_Mito
Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_AGP_BODIPYRNA,283,Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_AGP_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_AGP_DNA,214,Cells_Mean_SmallBODIPYObjects_AreaShape_MaximumRadius
Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_AGP_Mito,287,Cells_Mean_LargeBODIPYObjects_Intensity_MassDisplacement_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_BODIPYRNA_DNA,283,Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_AGP_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_BODIPYRNA_Mito,288,Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_BODIPYRNA_Mito
Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_DNA_Mito,217,Cells_Mean_SmallBODIPYObjects_AreaShape_Area
Cells_Mean_SmallBODIPYObjects_Granularity_10_AGP,297,Cells_Mean_LargeBODIPYObjects_Granularity_10_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_10_BODIPYRNA,697,Cells_Mean_SmallBODIPYObjects_Granularity_10_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_10_DNA,431,Cells_Mean_SmallBODIPYObjects_Granularity_10_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_10_Mito,567,Cells_Mean_LargeBODIPYObjects_Granularity_10_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_11_AGP,277,Cells_Mean_SmallBODIPYObjects_Granularity_11_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_11_BODIPYRNA,695,Cells_Mean_SmallBODIPYObjects_Granularity_11_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_11_DNA,696,Cells_Mean_SmallBODIPYObjects_Granularity_11_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_11_Mito,383,Cells_Mean_SmallBODIPYObjects_Granularity_11_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_12_AGP,291,Cells_Mean_SmallBODIPYObjects_Granularity_12_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_12_BODIPYRNA,395,Cells_Mean_SmallBODIPYObjects_Granularity_12_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_12_DNA,398,Cells_Mean_SmallBODIPYObjects_Granularity_12_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_12_Mito,337,Cells_Granularity_12_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_13_AGP,305,Cells_Granularity_13_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_13_BODIPYRNA,680,Cells_Mean_SmallBODIPYObjects_Granularity_13_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_13_DNA,684,Cells_Mean_SmallBODIPYObjects_Granularity_13_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_13_Mito,560,Cells_Mean_SmallBODIPYObjects_Granularity_13_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_14_AGP,386,Cells_Mean_SmallBODIPYObjects_Granularity_14_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_14_BODIPYRNA,346,Cells_Mean_SmallBODIPYObjects_Granularity_14_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_14_DNA,349,Cells_Mean_SmallBODIPYObjects_Granularity_14_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_14_Mito,426,Cells_Mean_SmallBODIPYObjects_Granularity_14_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_15_AGP,351,Cells_Mean_SmallBODIPYObjects_Granularity_15_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_15_BODIPYRNA,177,Cells_Mean_SmallBODIPYObjects_Granularity_15_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_15_DNA,174,Cells_Mean_SmallBODIPYObjects_Granularity_15_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_15_Mito,687,Cells_Mean_SmallBODIPYObjects_Granularity_15_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_16_AGP,295,Cells_Granularity_16_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_16_BODIPYRNA,748,Cells_Mean_SmallBODIPYObjects_Granularity_16_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_16_DNA,715,Cells_Mean_SmallBODIPYObjects_Granularity_16_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_16_Mito,390,Cells_Mean_SmallBODIPYObjects_Granularity_16_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_1_AGP,171,Cells_Mean_LargeBODIPYObjects_Granularity_1_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_1_BODIPYRNA,143,Cells_Mean_SmallBODIPYObjects_Granularity_1_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_1_DNA,529,Cells_Mean_SmallBODIPYObjects_Granularity_1_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_1_Mito,133,Cells_Mean_LargeBODIPYObjects_Granularity_1_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_2_AGP,83,Cells_Mean_SmallBODIPYObjects_Granularity_2_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_2_BODIPYRNA,530,Cells_Mean_SmallBODIPYObjects_Granularity_2_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_2_DNA,293,Cells_Mean_SmallBODIPYObjects_Granularity_2_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_2_Mito,330,Cells_Mean_SmallBODIPYObjects_Granularity_2_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_3_AGP,485,Cells_Mean_SmallBODIPYObjects_Granularity_3_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_3_BODIPYRNA,319,Cells_Mean_SmallBODIPYObjects_Granularity_3_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_3_DNA,310,Cells_Mean_SmallBODIPYObjects_Granularity_3_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_3_Mito,331,Cells_Mean_SmallBODIPYObjects_Granularity_3_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_4_AGP,311,Cells_Mean_SmallBODIPYObjects_Granularity_4_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_4_BODIPYRNA,525,Cells_Mean_SmallBODIPYObjects_Granularity_4_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_4_DNA,319,Cells_Mean_SmallBODIPYObjects_Granularity_3_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_4_Mito,527,Cells_Mean_SmallBODIPYObjects_Granularity_4_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_5_AGP,292,Cells_Mean_LargeBODIPYObjects_Granularity_5_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_5_BODIPYRNA,569,Cells_Mean_SmallBODIPYObjects_Granularity_5_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_5_DNA,526,Cells_Mean_SmallBODIPYObjects_Granularity_5_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_5_Mito,570,Cells_Mean_SmallBODIPYObjects_Granularity_5_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_6_BODIPYRNA,651,Cells_Mean_SmallBODIPYObjects_Granularity_6_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_6_DNA,571,Cells_Mean_SmallBODIPYObjects_Granularity_6_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_6_Mito,652,Cells_Mean_SmallBODIPYObjects_Granularity_6_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_7_AGP,293,Cells_Mean_SmallBODIPYObjects_Granularity_2_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_7_BODIPYRNA,572,Cells_Mean_SmallBODIPYObjects_Granularity_7_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_7_DNA,576,Cells_Mean_SmallBODIPYObjects_Granularity_7_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_7_Mito,649,Cells_Mean_SmallBODIPYObjects_Granularity_7_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_8_AGP,313,Cells_Mean_SmallBODIPYObjects_Granularity_8_AGP
Cells_Mean_SmallBODIPYObjects_Granularity_8_BODIPYRNA,732,Cells_Mean_SmallBODIPYObjects_Granularity_8_BODIPYRNA
Cells_Mean_SmallBODIPYObjects_Granularity_8_DNA,738,Cells_Mean_SmallBODIPYObjects_Granularity_8_DNA
Cells_Mean_SmallBODIPYObjects_Granularity_8_Mito,566,Cells_Mean_SmallBODIPYObjects_Granularity_8_Mito
Cells_Mean_SmallBODIPYObjects_Granularity_9_AGP,309,Cells_Mean_LargeBODIPYObjects_Granularity_9_AGP
